"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","GENENAME"
"chr1",40385802,40386658,857,"*","Intron (ENST00000435168.6/64744, intron 2 of 6)",1,40393345,40423324,29980,1,"64744","ENST00000614549.4",-6687,"SMAP2"
"chr1",40387844,40388106,263,"*","Intron (ENST00000435168.6/64744, intron 2 of 6)",1,40393345,40423324,29980,1,"64744","ENST00000614549.4",-5239,"SMAP2"
"chr1",40388965,40391507,2543,"*","Promoter (1-2kb)",1,40393345,40423324,29980,1,"64744","ENST00000614549.4",-1838,"SMAP2"
"chr1",40392251,40392617,367,"*","Promoter (<=1kb)",1,40393345,40423324,29980,1,"64744","ENST00000614549.4",-728,"SMAP2"
"chr1",40409335,40409848,514,"*","Exon (ENST00000435168.6/64744, exon 5 of 7)",1,40413977,40415369,1393,1,"64744","ENST00000487871.1",-4129,"SMAP2"
"chr1",40421425,40422493,1069,"*","3' UTR",1,40413977,40415369,1393,1,"64744","ENST00000487871.1",7448,"SMAP2"
"chr1",40449811,40451251,1441,"*","Promoter (<=1kb)",1,40450102,40463714,13613,1,"65243","ENST00000469416.1",0,"ZFP69B"
"chr1",40477170,40478255,1086,"*","Promoter (<=1kb)",1,40477290,40496343,19054,1,"339559","ENST00000372706.6",0,"ZFP69"
"chr1",40508526,40509350,825,"*","Promoter (<=1kb)",1,40486789,40508713,21925,2,"105378672","ENST00000834029.1",0,NA
"chr1",40531137,40532302,1166,"*","Promoter (<=1kb)",1,40514461,40531962,17502,2,"124904149","ENST00000834206.1",0,NA
"chr1",40625007,40625703,697,"*","3' UTR",1,40659777,40666752,6976,1,"105378675","ENST00000843681.1",-34074,NA
"chr1",40626135,40626780,646,"*","3' UTR",1,40659777,40666752,6976,1,"105378675","ENST00000843681.1",-32997,NA
"chr1",40635544,40637163,1620,"*","Exon (ENST00000372684.8/9783, exon 4 of 8)",1,40659777,40666752,6976,1,"105378675","ENST00000843681.1",-22614,NA
"chr1",40640701,40641056,356,"*","Intron (ENST00000372684.8/9783, intron 3 of 7)",1,40659777,40666752,6976,1,"105378675","ENST00000843681.1",-18721,NA
"chr1",40648266,40648472,207,"*","Intron (ENST00000372684.8/9783, intron 1 of 7)",1,40659777,40666752,6976,1,"105378675","ENST00000843681.1",-11305,NA
"chr1",40648716,40650624,1909,"*","Intron (ENST00000372684.8/9783, intron 1 of 7)",1,40659777,40666752,6976,1,"105378675","ENST00000843681.1",-9153,NA
"chr1",40653759,40655679,1921,"*","Intron (ENST00000372684.8/9783, intron 1 of 7)",1,40659777,40666752,6976,1,"105378675","ENST00000843681.1",-4098,NA
"chr1",40659598,40660254,657,"*","Promoter (<=1kb)",1,40659777,40666752,6976,1,"105378675","ENST00000843681.1",0,NA
"chr1",40661070,40661422,353,"*","Promoter (1-2kb)",1,40659824,40667480,7657,1,"105378675","ENST00000658681.2",1246,NA
"chr1",40661750,40666543,4794,"*","Promoter (<=1kb)",1,40620680,40665682,45003,2,"9783","ENST00000372684.8",0,"RIMS3"
"chr1",40678373,40679313,941,"*","Intron (ENST00000440100.1/9783, intron 2 of 4)",1,40669089,40687588,18500,2,"9783","ENST00000440100.1",8275,"RIMS3"
"chr1",40690913,40692966,2054,"*","Promoter (<=1kb)",1,40690380,40692074,1695,2,"100130557","ENST00000606277.2",0,NA
"chr1",40708735,40710097,1363,"*","Promoter (<=1kb)",1,40709357,40771603,62247,1,"4802","ENST00000372652.5",0,"NFYC"
"chr1",40710616,40710857,242,"*","Promoter (1-2kb)",1,40709543,40770940,61398,1,"4802","ENST00000372651.5",1073,"NFYC"
"chr1",40757211,40757553,343,"*","Promoter (<=1kb)",1,40757284,40757372,89,1,"407031","ENST00000385227.1",0,"MIR30C1"
"chr1",40768627,40770732,2106,"*","Promoter (<=1kb)",1,40768646,40771107,2462,1,"4802","ENST00000488635.1",0,"NFYC"
"chr1",40774000,40774434,435,"*","Distal Intergenic",1,40768730,40771601,2872,1,"4802","ENST00000496608.1",5270,"NFYC"
"chr1",40780204,40780446,243,"*","Distal Intergenic",1,40783787,40840452,56666,1,"9132","ENST00000347132.10",-3341,"KCNQ4"
"chr1",40780757,40781242,486,"*","Promoter (2-3kb)",1,40783787,40840452,56666,1,"9132","ENST00000347132.10",-2545,"KCNQ4"
"chr1",40781974,40783851,1878,"*","Promoter (<=1kb)",1,40783787,40840452,56666,1,"9132","ENST00000347132.10",0,"KCNQ4"
"chr1",40784265,40787196,2932,"*","Promoter (<=1kb)",1,40784094,40838523,54430,1,"9132","ENST00000509682.6",171,"KCNQ4"
"chr1",40787396,40789229,1834,"*","Intron (ENST00000347132.10/9132, intron 1 of 13)",1,40784094,40838523,54430,1,"9132","ENST00000509682.6",3302,"KCNQ4"
"chr1",40789627,40790028,402,"*","Intron (ENST00000347132.10/9132, intron 1 of 13)",1,40784094,40838523,54430,1,"9132","ENST00000509682.6",5533,"KCNQ4"
"chr1",40790377,40791834,1458,"*","Intron (ENST00000347132.10/9132, intron 1 of 13)",1,40784094,40838523,54430,1,"9132","ENST00000509682.6",6283,"KCNQ4"
"chr1",40797707,40797972,266,"*","Intron (ENST00000347132.10/9132, intron 1 of 13)",1,40784094,40838523,54430,1,"9132","ENST00000509682.6",13613,"KCNQ4"
"chr1",40798867,40799350,484,"*","Intron (ENST00000347132.10/9132, intron 1 of 13)",1,40784094,40838523,54430,1,"9132","ENST00000509682.6",14773,"KCNQ4"
"chr1",40799683,40800250,568,"*","Intron (ENST00000347132.10/9132, intron 1 of 13)",1,40784094,40838523,54430,1,"9132","ENST00000509682.6",15589,"KCNQ4"
"chr1",40803244,40804103,860,"*","Intron (ENST00000347132.10/9132, intron 1 of 13)",1,40817265,40839289,22025,1,"9132","ENST00000443478.3",-13162,"KCNQ4"
"chr1",40815839,40826452,10614,"*","Promoter (<=1kb)",1,40817265,40839289,22025,1,"9132","ENST00000443478.3",0,"KCNQ4"
"chr1",40829397,40831294,1898,"*","Exon (ENST00000347132.10/9132, exon 10 of 14)",1,40818964,40840451,21488,1,"9132","ENST00000506017.1",10433,"KCNQ4"
"chr1",40848628,40848861,234,"*","Exon (ENST00000730546.1/ENST00000730546.1, exon 2 of 2)",1,40847981,40860822,12842,2,"105378676","ENST00000730466.1",11961,NA
"chr1",40849319,40850264,946,"*","Intron (ENST00000730466.1/105378676, intron 2 of 3)",1,40847981,40860822,12842,2,"105378676","ENST00000730466.1",10558,NA
"chr1",40860481,40861509,1029,"*","Promoter (<=1kb)",1,40847981,40860822,12842,2,"105378676","ENST00000730466.1",0,NA
"chr1",40861863,40863292,1430,"*","Promoter (<=1kb)",1,40861054,40862363,1310,2,"163732","ENST00000372638.4",0,"CITED4"
"chr1",40865917,40866138,222,"*","Promoter (2-3kb)",1,40863914,40876670,12757,1,"124904157","ENST00000414199.1",2003,NA
"chr1",40901939,40902155,217,"*","Intron (ENST00000830681.1/ENST00000830681.1, intron 1 of 2)",1,40863914,40876670,12757,1,"124904157","ENST00000414199.1",38025,NA
"chr1",40914588,40923931,9344,"*","Distal Intergenic",1,40863914,40876670,12757,1,"124904157","ENST00000414199.1",50674,NA
"chr1",40925387,40927159,1773,"*","Exon (ENST00000775766.1/ENST00000775766.1, exon 2 of 2)",1,40979300,41012550,33251,1,"1503","ENST00000696107.1",-52141,"CTPS1"
"chr1",40948603,40949325,723,"*","Intron (ENST00000775762.1/ENST00000775762.1, intron 1 of 2)",1,40979300,41012550,33251,1,"1503","ENST00000696107.1",-29975,"CTPS1"
"chr1",40952140,40952663,524,"*","Intron (ENST00000775762.1/ENST00000775762.1, intron 1 of 2)",1,40979300,41012550,33251,1,"1503","ENST00000696107.1",-26637,"CTPS1"
"chr1",40978738,40981623,2886,"*","Promoter (<=1kb)",1,40979300,41012550,33251,1,"1503","ENST00000696107.1",0,"CTPS1"
"chr1",40986273,40986504,232,"*","Promoter (2-3kb)",1,40988519,41012056,23538,1,"1503","ENST00000649215.1",-2015,"CTPS1"
"chr1",41002724,41004784,2061,"*","Promoter (1-2kb)",1,41001539,41009589,8051,1,"1503","ENST00000464283.5",1185,"CTPS1"
"chr1",41006886,41007204,319,"*","Intron (ENST00000696107.1/1503, intron 13 of 18)",1,41001539,41009589,8051,1,"1503","ENST00000464283.5",5347,"CTPS1"
"chr1",41020244,41021683,1440,"*","Promoter (<=1kb)",1,41015589,41021717,6129,2,"200172","ENST00000693284.1",34,"SLFNL1"
"chr1",41239245,41239626,382,"*","Promoter (2-3kb)",1,41241772,41338644,96873,1,"124904159","ENST00000657314.1",-2146,NA
"chr1",41240893,41243391,2499,"*","Promoter (<=1kb)",1,41241825,41264558,22734,1,"102723924","ENST00000847547.1",0,NA
"chr1",41282815,41283099,285,"*","Intron (ENST00000657314.1/124904159, intron 1 of 1)",1,41302918,41305966,3049,2,"124904158","ENST00000670055.3",22867,NA
"chr1",41357437,41357799,363,"*","Distal Intergenic",1,41361922,41383590,21669,1,"100132074","ENST00000372591.1",-4123,"FOXO6"
"chr1",41358200,41374797,16598,"*","Promoter (<=1kb)",1,41361922,41383590,21669,1,"100132074","ENST00000372591.1",0,"FOXO6"
"chr1",41377034,41382163,5130,"*","Promoter (1-2kb)",1,41375004,41375669,666,2,"101929901","ENST00000429109.1",-1365,"RP11-399E6.4"
"chr1",41382519,41383664,1146,"*","Exon (ENST00000372591.1/100132074, exon 2 of 2)",1,41375004,41375669,666,2,"101929901","ENST00000429109.1",-6850,"RP11-399E6.4"
"chr1",41383954,41389096,5143,"*","Distal Intergenic",1,41375004,41375669,666,2,"101929901","ENST00000429109.1",-8285,"RP11-399E6.4"
"chr1",41390056,41390414,359,"*","Distal Intergenic",1,41375004,41375669,666,2,"101929901","ENST00000429109.1",-14387,"RP11-399E6.4"
"chr1",41390948,41392805,1858,"*","Distal Intergenic",1,41375004,41375669,666,2,"101929901","ENST00000429109.1",-15279,"RP11-399E6.4"
"chr1",41393752,41396718,2967,"*","Distal Intergenic",1,41375004,41375669,666,2,"101929901","ENST00000429109.1",-18083,"RP11-399E6.4"
"chr1",41398005,41399941,1937,"*","Exon (ENST00000846463.1/ENST00000846463.1, exon 1 of 2)",1,41375004,41375669,666,2,"101929901","ENST00000429109.1",-22336,"RP11-399E6.4"
"chr1",41404330,41406448,2119,"*","Distal Intergenic",1,41432985,41464919,31935,1,"105378678","ENST00000767839.1",-26537,NA
"chr1",41413535,41417453,3919,"*","Distal Intergenic",1,41432985,41464919,31935,1,"105378678","ENST00000767839.1",-15532,NA
"chr1",41417834,41418654,821,"*","Distal Intergenic",1,41432985,41464919,31935,1,"105378678","ENST00000767839.1",-14331,NA
"chr1",41418930,41420443,1514,"*","Distal Intergenic",1,41432985,41464919,31935,1,"105378678","ENST00000767839.1",-12542,NA
"chr1",41423797,41424952,1156,"*","Distal Intergenic",1,41432985,41464919,31935,1,"105378678","ENST00000767839.1",-8033,NA
"chr1",41426550,41428262,1713,"*","Distal Intergenic",1,41432985,41464919,31935,1,"105378678","ENST00000767839.1",-4723,NA
"chr1",41430873,41436378,5506,"*","Promoter (<=1kb)",1,41432985,41464919,31935,1,"105378678","ENST00000767839.1",0,NA
"chr1",41446773,41447467,695,"*","Promoter (2-3kb)",1,41449964,41464911,14948,1,"105378678","ENST00000767849.1",-2497,NA
"chr1",41448220,41448523,304,"*","Promoter (1-2kb)",1,41449964,41464911,14948,1,"105378678","ENST00000767849.1",-1441,NA
"chr1",41451756,41452126,371,"*","Promoter (1-2kb)",1,41450312,41464989,14678,1,"105378678","ENST00000767850.1",1444,NA
"chr1",41453282,41458323,5042,"*","Promoter (2-3kb)",1,41450312,41464989,14678,1,"105378678","ENST00000767850.1",2970,NA
"chr1",41473723,41475772,2050,"*","Distal Intergenic",1,41479454,41484085,4632,2,"1907","ENST00000460255.1",8313,"EDN2"
"chr1",41476013,41476382,370,"*","Distal Intergenic",1,41479454,41484085,4632,2,"1907","ENST00000460255.1",7703,"EDN2"
"chr1",41476654,41477390,737,"*","Distal Intergenic",1,41479454,41484085,4632,2,"1907","ENST00000460255.1",6695,"EDN2"
"chr1",41478023,41478338,316,"*","Distal Intergenic",1,41479454,41484085,4632,2,"1907","ENST00000460255.1",5747,"EDN2"
"chr1",41478933,41480146,1214,"*","3' UTR",1,41479454,41484085,4632,2,"1907","ENST00000460255.1",3939,"EDN2"
"chr1",41481901,41488754,6854,"*","Promoter (<=1kb)",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",0,"EDN2"
"chr1",41493042,41499973,6932,"*","Intron (ENST00000727675.1/ENST00000727675.1, intron 1 of 1)",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",-8359,"EDN2"
"chr1",41500206,41503518,3313,"*","Intron (ENST00000727675.1/ENST00000727675.1, intron 1 of 1)",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",-15523,"EDN2"
"chr1",41503742,41504882,1141,"*","Intron (ENST00000727675.1/ENST00000727675.1, intron 1 of 1)",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",-19059,"EDN2"
"chr1",41505216,41506361,1146,"*","Intron (ENST00000727675.1/ENST00000727675.1, intron 1 of 1)",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",-20533,"EDN2"
"chr1",41507048,41509682,2635,"*","3' UTR",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",-22365,"EDN2"
"chr1",41510090,41519510,9421,"*","3' UTR",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",-25407,"EDN2"
"chr1",41520477,41529709,9233,"*","Exon (ENST00000643665.1/59269, exon 5 of 8)",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",-35794,"EDN2"
"chr1",41530371,41530932,562,"*","Intron (ENST00000643665.1/59269, intron 4 of 7)",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",-45688,"EDN2"
"chr1",41532867,41534807,1941,"*","Intron (ENST00000643665.1/59269, intron 4 of 7)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",45093,"HIVEP3"
"chr1",41537447,41539699,2253,"*","Intron (ENST00000643665.1/59269, intron 4 of 7)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",40201,"HIVEP3"
"chr1",41540034,41544281,4248,"*","Exon (ENST00000434240.2/ENST00000434240.2, exon 1 of 1)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",35619,"HIVEP3"
"chr1",41546049,41548256,2208,"*","Intron (ENST00000643665.1/59269, intron 4 of 7)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",31644,"HIVEP3"
"chr1",41557885,41559178,1294,"*","Intron (ENST00000643665.1/59269, intron 4 of 7)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",20722,"HIVEP3"
"chr1",41571231,41572558,1328,"*","Intron (ENST00000643665.1/59269, intron 4 of 7)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",7342,"HIVEP3"
"chr1",41572857,41573134,278,"*","Intron (ENST00000643665.1/59269, intron 4 of 7)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",6766,"HIVEP3"
"chr1",41573345,41577737,4393,"*","Promoter (2-3kb)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",2163,"HIVEP3"
"chr1",41579907,41582200,2294,"*","Promoter (<=1kb)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",-7,"HIVEP3"
"chr1",41582524,41586041,3518,"*","Promoter (2-3kb)",1,41510230,41579900,69671,2,"59269","ENST00000460604.1",-2624,"HIVEP3"
"chr1",41609169,41610457,1289,"*","Intron (ENST00000643665.1/59269, intron 2 of 7)",1,41585306,41628816,43511,2,"59269","ENST00000646142.1",18359,"HIVEP3"
"chr1",41610876,41611285,410,"*","Intron (ENST00000643665.1/59269, intron 2 of 7)",1,41585306,41628816,43511,2,"59269","ENST00000646142.1",17531,"HIVEP3"
"chr1",41612033,41613274,1242,"*","Intron (ENST00000643665.1/59269, intron 2 of 7)",1,41585306,41628816,43511,2,"59269","ENST00000646142.1",15542,"HIVEP3"
"chr1",41613827,41614351,525,"*","Intron (ENST00000643665.1/59269, intron 2 of 7)",1,41585306,41628816,43511,2,"59269","ENST00000646142.1",14465,"HIVEP3"
"chr1",41615475,41624138,8664,"*","Intron (ENST00000643665.1/59269, intron 2 of 7)",1,41585306,41628816,43511,2,"59269","ENST00000646142.1",4678,"HIVEP3"
"chr1",41626146,41628565,2420,"*","Promoter (<=1kb)",1,41585306,41628816,43511,2,"59269","ENST00000646142.1",251,"HIVEP3"
"chr1",41630508,41633845,3338,"*","Promoter (1-2kb)",1,41585306,41628816,43511,2,"59269","ENST00000646142.1",-1692,"HIVEP3"
"chr1",41638666,41644385,5720,"*","Intron (ENST00000643665.1/59269, intron 1 of 7)",1,41585306,41628816,43511,2,"59269","ENST00000646142.1",-9850,"HIVEP3"
"chr1",41644967,41648717,3751,"*","Intron (ENST00000643665.1/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",13608,"HIVEP3"
"chr1",41654764,41655343,580,"*","Intron (ENST00000643665.1/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",6982,"HIVEP3"
"chr1",41655686,41658121,2436,"*","Intron (ENST00000643665.1/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",4204,"HIVEP3"
"chr1",41658388,41662200,3813,"*","Promoter (<=1kb)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",125,"HIVEP3"
"chr1",41662423,41667444,5022,"*","Promoter (<=1kb)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-98,"HIVEP3"
"chr1",41668094,41668544,451,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-5769,"HIVEP3"
"chr1",41669281,41669672,392,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-6956,"HIVEP3"
"chr1",41670214,41670820,607,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-7889,"HIVEP3"
"chr1",41671108,41671745,638,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-8783,"HIVEP3"
"chr1",41678284,41680245,1962,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-15959,"HIVEP3"
"chr1",41681117,41682783,1667,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-18792,"HIVEP3"
"chr1",41683609,41683950,342,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-21284,"HIVEP3"
"chr1",41684879,41685485,607,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-22554,"HIVEP3"
"chr1",41688629,41690614,1986,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-26304,"HIVEP3"
"chr1",41694793,41695653,861,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-32468,"HIVEP3"
"chr1",41696100,41696608,509,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-33775,"HIVEP3"
"chr1",41697276,41697600,325,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-34951,"HIVEP3"
"chr1",41699018,41699308,291,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-36693,"HIVEP3"
"chr1",41709093,41714273,5181,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-46768,"HIVEP3"
"chr1",41714574,41717849,3276,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-52249,"HIVEP3"
"chr1",41726922,41730809,3888,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-64597,"HIVEP3"
"chr1",41732533,41734914,2382,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-70208,"HIVEP3"
"chr1",41735563,41737498,1936,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-73238,"HIVEP3"
"chr1",41737927,41738747,821,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-75602,"HIVEP3"
"chr1",41739182,41739482,301,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-76857,"HIVEP3"
"chr1",41739839,41740836,998,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-77514,"HIVEP3"
"chr1",41742618,41742866,249,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-80293,"HIVEP3"
"chr1",41751776,41752570,795,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-89451,"HIVEP3"
"chr1",41764684,41764945,262,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41506365,41662325,155961,2,"59269","ENST00000643665.1",-102359,"HIVEP3"
"chr1",41765530,41768078,2549,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",101552,"HIVEP3"
"chr1",41771579,41772712,1134,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",96918,"HIVEP3"
"chr1",41772968,41774240,1273,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",95390,"HIVEP3"
"chr1",41775311,41781376,6066,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",88254,"HIVEP3"
"chr1",41782802,41783567,766,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",86063,"HIVEP3"
"chr1",41788076,41788438,363,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",81192,"HIVEP3"
"chr1",41800289,41800965,677,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",68665,"HIVEP3"
"chr1",41802664,41803858,1195,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",65772,"HIVEP3"
"chr1",41805941,41806414,474,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",63216,"HIVEP3"
"chr1",41813490,41814353,864,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",55277,"HIVEP3"
"chr1",41861427,41862424,998,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",7206,"HIVEP3"
"chr1",41862934,41863331,398,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",6299,"HIVEP3"
"chr1",41864702,41865073,372,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",4557,"HIVEP3"
"chr1",41865429,41867202,1774,"*","Promoter (2-3kb)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",2428,"HIVEP3"
"chr1",41867489,41867790,302,"*","Promoter (1-2kb)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",1840,"HIVEP3"
"chr1",41874435,41875920,1486,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",-4805,"HIVEP3"
"chr1",41888991,41890067,1077,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",-19361,"HIVEP3"
"chr1",41890878,41893120,2243,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847948,41869630,21683,2,"59269","ENST00000479350.1",-21248,"HIVEP3"
"chr1",41895126,41895350,225,"*","Intron (ENST00000372584.5/59269, intron 1 of 7)",1,41847191,41918669,71479,2,"59269","ENST00000491442.5",23319,"HIVEP3"
"chr1",41915821,41920358,4538,"*","Promoter (<=1kb)",1,41506365,41918707,412343,2,"59269","ENST00000372584.5",0,"HIVEP3"
"chr1",42034584,42036641,2058,"*","Promoter (<=1kb)",1,42036143,42051784,15642,1,"124904161","ENST00000670076.1",0,NA
"chr1",42146050,42146299,250,"*","Intron (ENST00000826366.1/ENST00000826366.1, intron 1 of 1)",1,42153410,42155820,2411,1,"2981","ENST00000372581.2",-7111,"GUCA2B"
"chr1",42165771,42166232,462,"*","Promoter (1-2kb)",1,42162690,42164745,2056,2,"2980","ENST00000357001.3",-1026,"GUCA2A"
"chr1",42171613,42174105,2493,"*","Distal Intergenic",1,42162690,42164745,2056,2,"2980","ENST00000357001.3",-6868,"GUCA2A"
"chr1",42175472,42175977,506,"*","Distal Intergenic",1,42162690,42164745,2056,2,"2980","ENST00000357001.3",-10727,"GUCA2A"
"chr1",42177606,42177906,301,"*","3' UTR",1,42176539,42189809,13271,2,"22887","ENST00000372571.5",11903,"FOXJ3"
"chr1",42257904,42258593,690,"*","Intron (ENST00000372572.5/22887, intron 6 of 14)",1,42264931,42278587,13657,2,"22887","ENST00000454417.1",19994,"FOXJ3"
"chr1",42258907,42260178,1272,"*","Intron (ENST00000372572.5/22887, intron 6 of 14)",1,42264931,42278587,13657,2,"22887","ENST00000454417.1",18409,"FOXJ3"
"chr1",42260514,42260837,324,"*","Intron (ENST00000372572.5/22887, intron 6 of 14)",1,42264931,42278587,13657,2,"22887","ENST00000454417.1",17750,"FOXJ3"
"chr1",42333874,42336601,2728,"*","Promoter (<=1kb)",1,42176539,42334965,158427,2,"22887","ENST00000372572.5",0,"FOXJ3"
"chr1",42379972,42381438,1467,"*","Promoter (<=1kb)",1,42380792,42424232,43441,1,"284716","ENST00000431473.4",0,"RIMKLA"
"chr1",42455536,42457496,1961,"*","Promoter (<=1kb)",1,42456117,42460081,3965,1,"79717","ENST00000372562.1",0,"PPCS"
"chr1",42463161,42463613,453,"*","Promoter (<=1kb)",1,42463221,42484158,20938,1,"728621","ENST00000654683.1",0,"CCDC30"
"chr1",42658174,42659239,1066,"*","Promoter (<=1kb)",1,42658335,42676043,17709,1,"10465","ENST00000677900.1",0,"PPIH"
"chr1",42680925,42682426,1502,"*","Promoter (<=1kb)",1,42570775,42682168,111394,2,"124904162","ENST00000730718.1",0,NA
"chr1",42683059,42683753,695,"*","Promoter (<=1kb)",1,42683156,42697211,14056,1,"4904","ENST00000467957.1",0,"YBX1"
"chr1",42735435,42735756,322,"*","3' UTR",1,42734995,42740140,5146,2,"149461","ENST00000372539.3",4384,"CLDN19"
"chr1",42738339,42738740,402,"*","Promoter (1-2kb)",1,42734995,42740140,5146,2,"149461","ENST00000372539.3",1400,"CLDN19"
